Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-03-28 00:00:00-05:00,1.7253317098681116,1.7337479942168252,1.6916667330005297,1.7000830173492432,1714400,0.0,0.0
2002-04-01 00:00:00-05:00,1.6874585667222202,1.6874585667222202,1.5990879794378798,1.6032960414886475,1880000,0.0,0.0
2002-04-02 00:00:00-05:00,1.5990881653004156,1.5990881653004156,1.5443825496455974,1.5687896013259888,2098400,0.0,0.0
2002-04-03 00:00:00-05:00,1.5696308347988412,1.5822551796390014,1.551956784128068,1.565422773361206,567200,0.0,0.0
2002-04-04 00:00:00-05:00,1.5612143781443015,1.6032956299598053,1.5612143781443015,1.5948795080184937,763200,0.0,0.0
2002-04-05 00:00:00-05:00,1.5948797005432638,1.632752735432692,1.5561648607254028,1.5561648607254028,837600,0.0,0.0
2002-04-08 00:00:00-04:00,1.5654224955140543,1.5654224955140543,1.495567628567985,1.5401736497879028,1558400,0.0,0.0
2002-04-09 00:00:00-04:00,1.5317576302952378,1.6159201339262457,1.5317576302952378,1.5948795080184937,3562400,0.0,0.0
2002-04-10 00:00:00-04:00,1.5906712474986557,1.6032955906281625,1.578046904369149,1.5923545360565186,1302400,0.0,0.0
2002-04-11 00:00:00-04:00,1.5915133392297345,1.5915133392297345,1.5570067167282104,1.5570067167282104,1444000,0.0,0.0
2002-04-12 00:00:00-04:00,1.569631015665947,1.569631015665947,1.5199751144492275,1.5359660387039185,1236000,0.0,0.0
2002-04-15 00:00:00-04:00,1.5317579054333768,1.5628979474750486,1.5309162609826201,1.562056303024292,1559200,0.0,0.0
2002-04-16 00:00:00-04:00,1.5780474402402578,1.6159206430169386,1.5780474402402578,1.5990880727767944,1225600,0.0,0.0
2002-04-17 00:00:00-04:00,1.6201284890832932,1.704291007996711,1.6201284890832932,1.6672594547271729,3348800,0.0,0.0
2002-04-18 00:00:00-04:00,1.667259454727173,1.6958747239999163,1.6613681040875963,1.6672594547271729,984800,0.0,0.0
2002-04-19 00:00:00-04:00,1.6672596137804618,1.7127074553824295,1.6672596137804618,1.7059744596481323,646400,0.0,0.0
2002-04-22 00:00:00-04:00,1.6958748934483423,1.6958748934483423,1.6672596213164184,1.6832505464553833,772800,0.0,0.0
2002-04-23 00:00:00-04:00,1.6790422946674104,1.7042909858017157,1.6411690974386892,1.6453771591186523,824800,0.0,0.0
2002-04-24 00:00:00-04:00,1.6428523216946074,1.6504269608423785,1.632752749321827,1.6335943937301636,1064800,0.0,0.0
2002-04-25 00:00:00-04:00,1.6335945398388376,1.6335945398388376,1.6133955538139368,1.6327528953552246,1727200,0.0,0.0
2002-04-26 00:00:00-04:00,1.624336693696708,1.6479022588551366,1.620128631591797,1.6201286315917969,1653600,0.0,0.0
2002-04-29 00:00:00-04:00,1.6117121685581233,1.6117121685581233,1.582255255500595,1.5906715393066406,2562400,0.0,0.0
2002-04-30 00:00:00-04:00,1.5780473481294865,1.6243366727970405,1.573839286078719,1.6032960414886475,6894400,0.0,0.0
2002-05-01 00:00:00-04:00,1.624336463404156,1.7253315448760986,1.624336463404156,1.7253315448760986,1672000,0.0,0.0
2002-05-02 00:00:00-04:00,1.7169153735485945,1.7665712731229273,1.7169153735485945,1.7531052827835083,3316000,0.0,0.0
2002-05-03 00:00:00-04:00,1.7505807876586914,1.751422432331521,1.7303817970927036,1.7505807876586914,463200,0.0,0.0
2002-05-06 00:00:00-04:00,1.7497387594382323,1.901231221840762,1.7497387594382323,1.8305346965789795,2146400,0.0,0.0
2002-05-07 00:00:00-04:00,1.8221187234458147,1.8515756407449413,1.8052863139372317,1.8094943761825562,452800,0.0,0.0
2002-05-08 00:00:00-04:00,1.8263266518168326,1.8936566000522306,1.8263266518168326,1.8852403163909912,658400,0.0,0.0
2002-05-09 00:00:00-04:00,1.8936569056328219,1.9525707402412014,1.8936569056328219,1.9231138229370117,847200,0.0,0.0
2002-05-10 00:00:00-04:00,1.9357382639046021,1.9719281788706637,1.8515757306913585,1.8566254377365112,696000,0.0,0.0
2002-05-13 00:00:00-04:00,1.8574669920993094,1.8574669920993094,1.7547887643569127,1.8094943761825562,1929600,0.0,0.0
2002-05-14 00:00:00-04:00,1.8515759010159383,1.8852408852925848,1.7505807876586914,1.7505807876586914,3958400,0.0,0.0
2002-05-15 00:00:00-04:00,1.7421640936438372,1.7674127834826878,1.670625925064087,1.670625925064087,5829600,0.0,0.0
2002-05-16 00:00:00-04:00,1.6706262983279903,1.7421644828913403,1.6706262983279903,1.733748197555542,5286400,0.0,0.0
2002-05-17 00:00:00-04:00,1.746372137809041,1.809494022308163,1.746372137809041,1.7867701053619385,4351200,0.0,0.0
2002-05-20 00:00:00-04:00,1.786770380018289,1.8094943004575585,1.7758293223219435,1.7993947267532349,2336000,0.0,0.0
2002-05-21 00:00:00-04:00,1.9020728571883698,1.9062809186966772,1.7211234833677913,1.7253315448760986,3872000,0.0,0.0
2002-05-22 00:00:00-04:00,1.721964765687153,1.8094938474542956,1.708498777804091,1.788453221321106,1847200,0.0,0.0
2002-05-23 00:00:00-04:00,1.7884536562367066,1.9104893816967103,1.7884536562367066,1.8860821723937988,2157600,0.0,0.0
2002-05-24 00:00:00-04:00,1.8801905700676824,1.9946516401394787,1.8801905700676824,1.9744524955749512,2212000,0.0,0.0
2002-05-28 00:00:00-04:00,1.9820270474391959,2.0443074461393134,1.9609864199269869,2.037574291229248,2082400,0.0,0.0
2002-05-29 00:00:00-04:00,2.0375750164635487,2.0375750164635487,1.977819690113234,1.9862359762191772,4728000,0.0,0.0
2002-05-30 00:00:00-04:00,1.9862354122086243,1.9862354122086243,1.9483622157499902,1.9576201438903809,3941600,0.0,0.0
2002-05-31 00:00:00-04:00,1.9576201293958968,2.0451490620239547,1.9576201293958968,2.03589129447937,2708000,0.0,0.0
2002-06-03 00:00:00-04:00,2.0358907173339533,2.0358907173339533,1.9475200048123482,1.9567779302597046,1817600,0.0,0.0
2002-06-04 00:00:00-04:00,1.9534113154514416,2.011483478487303,1.927320988504343,1.9719271659851074,1933600,0.0,0.0
2002-06-05 00:00:00-04:00,1.9778185531657229,1.9929678273424103,1.9449952328010425,1.9567779302597046,1752000,0.0,0.0
2002-06-06 00:00:00-04:00,1.9567779302597046,1.9904428948038912,1.9517282257098798,1.9567779302597046,1403200,0.0,0.0
2002-06-07 00:00:00-04:00,1.9357381802564908,1.955937168091545,1.8987066222952482,1.9315301179885864,1752000,0.0,0.0
2002-06-10 00:00:00-04:00,1.9315296862888418,1.960986436635115,1.8768239258691917,1.8936564922332764,854400,0.0,0.0
2002-06-11 00:00:00-04:00,1.903756232730472,1.914697289466858,1.8953399488031868,1.914697289466858,323200,0.0,0.0
2002-06-12 00:00:00-04:00,1.8944982444710805,1.8953398888899304,1.836426063788513,1.8852403163909912,532000,0.0,0.0
2002-06-13 00:00:00-04:00,1.8852408770020623,1.944154719622595,1.8599921790374379,1.9323718547821045,1297600,0.0,0.0
2002-06-14 00:00:00-04:00,1.9306878931330145,1.9306878931330145,1.7968694984854838,1.8944979906082153,718400,0.0,0.0
2002-06-17 00:00:00-04:00,1.9020731727512874,1.9736113539518305,1.9020731727512874,1.937421441078186,936800,0.0,0.0
2002-06-18 00:00:00-04:00,1.937421469019361,1.9483625272302774,1.8768243449980222,1.8953402042388916,260000,0.0,0.0
2002-06-19 00:00:00-04:00,1.8936565907105154,1.9483621934478121,1.8936565907105154,1.9357378482818604,905600,0.0,0.0
2002-06-20 00:00:00-04:00,1.9239550544444288,1.9239550544444288,1.8339011932831628,1.8431589603424072,509600,0.0,0.0
2002-06-21 00:00:00-04:00,1.8305345433098927,1.8305345433098927,1.758996379626816,1.7674126625061035,1016000,0.0,0.0
2002-06-24 00:00:00-04:00,1.7674127471675594,1.7674127471675594,1.674833952115237,1.7270147800445557,1092800,0.0,0.0
2002-06-25 00:00:00-04:00,1.7270151545511987,1.7497390761833351,1.6815673112869263,1.6815673112869263,829600,0.0,0.0
2002-06-26 00:00:00-04:00,1.6622094467124053,1.6622094467124053,1.5452236180340202,1.5948795080184937,2882400,0.0,0.0
2002-06-27 00:00:00-04:00,1.6075043039703472,1.6832505464553833,1.5915133788313822,1.6832505464553833,1632000,0.0,0.0
2002-06-28 00:00:00-04:00,1.6790418924168418,1.79434442430817,1.6689423220663309,1.766570806503296,3480000,0.0,0.0
2002-07-01 00:00:00-04:00,1.758996389924911,1.7665710285078913,1.653793254636014,1.6613678932189941,1088000,0.0,0.0
2002-07-02 00:00:00-04:00,1.660526479668555,1.660526479668555,1.5039843017595405,1.5788888931274414,1637600,0.0,0.0
2002-07-03 00:00:00-04:00,1.5738392859848318,1.607504263970797,1.4518035601925205,1.5570067167282104,2226400,0.0,0.0
2002-07-05 00:00:00-04:00,1.565422599872259,1.6378022438470425,1.565422599872259,1.5999292135238647,455200,0.0,0.0
2002-07-08 00:00:00-04:00,1.6075041433517336,1.712707291993506,1.5965629259977208,1.6672594547271729,1433600,0.0,0.0
2002-07-09 00:00:00-04:00,1.6580015182707941,1.7194401123058645,1.6192866800317742,1.6411689519882202,2162400,0.0,0.0
2002-07-10 00:00:00-04:00,1.6411692369513018,1.6916667840398742,1.5948799124276887,1.6159205436706543,2144000,0.0,0.0
2002-07-11 00:00:00-04:00,1.6032960703267105,1.6066626484497004,1.4938848497660264,1.5511153936386108,2443200,0.0,0.0
2002-07-12 00:00:00-04:00,1.5511153449334358,1.5511153449334358,1.4787355228346915,1.488835096359253,1052800,0.0,0.0
2002-07-15 00:00:00-04:00,1.487151579955087,1.487151579955087,1.32976769357605,1.4055140018463135,1300000,0.0,0.0
2002-07-16 00:00:00-04:00,1.3844737837102776,1.4198220553100764,1.3541752193312218,1.3625915050506592,1246400,0.0,0.0
2002-07-17 00:00:00-04:00,1.36679943790697,1.4013060616066468,1.2035241686102707,1.354175090789795,6398400,0.0,0.0
2002-07-18 00:00:00-04:00,1.3541748258233277,1.3802651594974595,1.3432336896728891,1.3499667644500732,1261600,0.0,0.0
2002-07-19 00:00:00-04:00,1.3423919823688177,1.347441768149093,1.317143213994685,1.3280843496322632,1353600,0.0,0.0
2002-07-22 00:00:00-04:00,1.323034946690815,1.3861567616665351,1.3129354530841542,1.3297679424285889,999200,0.0,0.0
2002-07-23 00:00:00-04:00,1.338184010169499,1.3802652693605353,1.2834784053266048,1.3466002941131592,2536000,0.0,0.0
2002-07-24 00:00:00-04:00,1.329767887442997,1.4829437348026684,1.261596208087369,1.4804188013076782,1784800,0.0,0.0
2002-07-25 00:00:00-04:00,1.4812602414195573,1.4812602414195573,1.3970977295267104,1.4290794134140015,560800,0.0,0.0
2002-07-26 00:00:00-04:00,1.4299209990134576,1.4896764634750574,1.4299209990134576,1.4762104749679565,668800,0.0,0.0
2002-07-29 00:00:00-04:00,1.4778934205069563,1.544381871005874,1.4778934205069563,1.5401736497879028,936000,0.0,0.0
2002-07-30 00:00:00-04:00,1.5401740258403853,1.548590309804042,1.4854684208675137,1.5107172727584839,716800,0.0,0.0
2002-07-31 00:00:00-04:00,1.493884996005467,1.4947266406186046,1.4501204392860796,1.4728443622589111,777600,0.0,0.0
2002-08-01 00:00:00-04:00,1.464427691326035,1.464427691326035,1.364274256097745,1.404672384262085,1011200,0.0,0.0
2002-08-02 00:00:00-04:00,1.3928894148700999,1.3928894148700999,1.2498132504953454,1.270853877067566,1099200,0.0,0.0
2002-08-05 00:00:00-04:00,1.2708539276816557,1.3196681768522347,1.2708539276816557,1.291894555091858,702400,0.0,0.0
2002-08-06 00:00:00-04:00,1.3045190777141895,1.3373424898548099,1.3045190777141895,1.3289262056350708,1688800,0.0,0.0
2002-08-07 00:00:00-04:00,1.3314509508955228,1.3466002291579104,1.3003108302278816,1.337342381477356,1560800,0.0,0.0
2002-08-08 00:00:00-04:00,1.329767842114304,1.3339759841988712,1.165650942925254,1.2540215253829956,4937600,0.0,0.0
2002-08-09 00:00:00-04:00,1.2540214663088844,1.312935292190261,1.2540214663088844,1.2834783792495728,946400,0.0,0.0
2002-08-12 00:00:00-04:00,1.282636694498279,1.3676408529281616,1.27927019714777,1.3676408529281616,926400,0.0,0.0
2002-08-13 00:00:00-04:00,1.3886814930841407,1.4484368014910414,1.3684825088116421,1.3760571479797363,1760800,0.0,0.0
2002-08-14 00:00:00-04:00,1.3760572359465673,1.4980927937934858,1.3760572359465673,1.4560115337371826,3224800,0.0,0.0
2002-08-15 00:00:00-04:00,1.5149252530108446,1.578047138552963,1.5149252530108446,1.5233415365219116,3407200,0.0,0.0
2002-08-16 00:00:00-04:00,1.5233413989146807,1.6664175635693685,1.5233413989146807,1.5931962728500366,1723200,0.0,0.0
2002-08-19 00:00:00-04:00,1.5931964172270723,1.7194401883477308,1.5738390775151128,1.6790422201156616,1722400,0.0,0.0
2002-08-20 00:00:00-04:00,1.7421643812237422,1.809494338926369,1.7000831175277802,1.760680079460144,5432800,0.0,0.0
2002-08-21 00:00:00-04:00,1.7632051407280507,1.809494469934051,1.7270152256450026,1.8052864074707031,1994400,0.0,0.0
2002-08-22 00:00:00-04:00,1.7842453691559412,1.8094940592602984,1.7169152613322272,1.7253315448760986,3035200,0.0,0.0
2002-08-23 00:00:00-04:00,1.7253318859052054,1.7261735304786776,1.6622099876403809,1.6622099876403809,1333600,0.0,0.0
2002-08-26 00:00:00-04:00,1.663051314109275,1.746372184618147,1.6605263808718216,1.7387975454330444,2069600,0.0,0.0
2002-08-27 00:00:00-04:00,1.7421642163116369,1.7707794857583712,1.7211235864553478,1.7345895767211914,1864800,0.0,0.0
2002-08-28 00:00:00-04:00,1.7295401611222445,1.788454004298288,1.7135493938399453,1.7589970827102661,2461600,0.0,0.0
2002-08-29 00:00:00-04:00,1.7522636265215221,1.8044444591308317,1.7228067126546827,1.8036028146743774,1388000,0.0,0.0
2002-08-30 00:00:00-04:00,1.817910916739292,1.8507342563431088,1.7505807876586914,1.7505807876586914,778400,0.0,0.0
2002-09-03 00:00:00-04:00,1.7505805041026858,1.7505805041026858,1.6453773449492246,1.6832505464553833,1085600,0.0,0.0
2002-09-04 00:00:00-04:00,1.70008282621984,1.7320645105167292,1.565422773361206,1.565422773361206,2308800,0.0,0.0
2002-09-05 00:00:00-04:00,1.557006533961744,1.6411690493110274,1.5511151835716555,1.6142370700836182,1292800,0.0,0.0
2002-09-06 00:00:00-04:00,1.6201286608618493,1.6664179869612747,1.6201286608618493,1.650427222251892,1339200,0.0,0.0
2002-09-09 00:00:00-04:00,1.6537929540525325,1.6874579191207886,1.5654224006824584,1.6874579191207886,1700000,0.0,0.0
2002-09-10 00:00:00-04:00,1.693350083838522,1.7244901283809406,1.669784518906663,1.716915488243103,1416800,0.0,0.0
2002-09-11 00:00:00-04:00,1.733748375784022,1.7581554291868504,1.733748375784022,1.7505807876586914,599200,0.0,0.0
2002-09-12 00:00:00-04:00,1.771621097717381,1.7741460312724195,1.716915488243103,1.716915488243103,1172000,0.0,0.0
2002-09-13 00:00:00-04:00,1.7000830314419795,1.7000830314419795,1.6495854854583742,1.649585485458374,288000,0.0,0.0
2002-09-16 00:00:00-04:00,1.6504266675777797,1.7034489716633776,1.649585023318995,1.700924038887024,484800,0.0,0.0
2002-09-17 00:00:00-04:00,1.721964901966552,1.7556300348657645,1.671467523672234,1.718598484992981,388800,0.0,0.0
2002-09-18 00:00:00-04:00,1.7084990099658828,1.7160736492453006,1.6706259740960538,1.691666603088379,408000,0.0,0.0
2002-09-19 00:00:00-04:00,1.700082844126296,1.7463721625368525,1.6832502771439541,1.7068158388137817,3078400,0.0,0.0
2002-09-20 00:00:00-04:00,1.7564712981697335,1.7564712981697335,1.6664172958872265,1.6874579191207886,737600,0.0,0.0
2002-09-23 00:00:00-04:00,1.6883001226833927,1.6908250560977822,1.6731508432515927,1.674834132194519,1595200,0.0,0.0
2002-09-24 00:00:00-04:00,1.6714675620371549,1.6723092064316785,1.569630837681371,1.634436011314392,1099200,0.0,0.0
2002-09-25 00:00:00-04:00,1.637802530729342,1.663893027008487,1.6369610468094795,1.653793454170227,840000,0.0,0.0
2002-09-26 00:00:00-04:00,1.6664177569559,1.7379559278488157,1.6622096953557768,1.737955927848816,1353600,0.0,0.0
2002-09-27 00:00:00-04:00,1.7379558400565729,1.8641996080102308,1.7379558400565729,1.7909783124923706,2938400,0.0,0.0
2002-09-30 00:00:00-04:00,1.790978708543576,1.801078122317959,1.6369612840022914,1.7211238145828247,2290400,0.0,0.0
2002-10-01 00:00:00-04:00,1.7211237479615418,1.7211237479615418,1.5999296636691156,1.6832505464553833,3411200,0.0,0.0
2002-10-02 00:00:00-04:00,1.6706258204521651,1.6824085202355141,1.6243363446098384,1.6664175987243652,1560000,0.0,0.0
2002-10-03 00:00:00-04:00,1.6731509418315,1.6731509418315,1.6117123365402222,1.6117123365402222,1212000,0.0,0.0
2002-10-04 00:00:00-04:00,1.6234952085727372,1.65379360886712,1.5570067357757076,1.625178337097168,2060800,0.0,0.0
2002-10-07 00:00:00-04:00,1.6075040298465757,1.6159203132491005,1.565422773361206,1.565422773361206,1420800,0.0,0.0
2002-10-08 00:00:00-04:00,1.582255255500595,1.622653385664161,1.5797304827278649,1.5906715393066406,1255200,0.0,0.0
2002-10-09 00:00:00-04:00,1.5822551676509713,1.5906714509897297,1.4703190326690674,1.4703190326690674,1482400,0.0,0.0
2002-10-10 00:00:00-04:00,1.4728443737067973,1.5763642540179237,1.4534870290360593,1.5410159826278687,2052800,0.0,0.0
2002-10-11 00:00:00-04:00,1.5494318125002493,1.5780470790423982,1.5485901681281566,1.562897801399231,1828000,0.0,0.0
2002-10-14 00:00:00-04:00,1.5544816207853989,1.586463466926392,1.5443822087083299,1.5772055387496948,673600,0.0,0.0
2002-10-15 00:00:00-04:00,1.6411687531801313,1.6706256603426566,1.613395134547403,1.6487433910369873,1840800,0.0,0.0
2002-10-16 00:00:00-04:00,1.642010596355074,1.6580015182707941,1.6125536856241944,1.6411689519882202,1138400,0.0,0.0
2002-10-17 00:00:00-04:00,1.6580018446600493,1.7387977934562526,1.6394859859987923,1.6647348403930664,1288800,0.0,0.0
2002-10-18 00:00:00-04:00,1.664734787191415,1.7581550799355863,1.6630514981801354,1.7127074003219604,1427200,0.0,0.0
2002-10-21 00:00:00-04:00,1.7135487873271813,1.7665710989964594,1.6916665150506893,1.7547883987426758,1616800,0.0,0.0
2002-10-22 00:00:00-04:00,1.5317583217519402,1.6664182599271058,1.5317583217519402,1.6133959293365479,7187200,0.0,0.0
2002-10-23 00:00:00-04:00,1.610870951580957,1.6866173654079586,1.610870951580957,1.6782010793685913,1184800,0.0,0.0
2002-10-24 00:00:00-04:00,1.6916667948018296,1.7236484838625945,1.6916667948018296,1.716915488243103,1300800,0.0,0.0
2002-10-25 00:00:00-04:00,1.708499177793761,1.7674130089703497,1.7034494712871973,1.7127074003219604,2435200,0.0,0.0
2002-10-28 00:00:00-05:00,1.7253315322940357,1.7253315322940357,1.5586897935551043,1.561214566230774,4722400,0.0,0.0
2002-10-29 00:00:00-05:00,1.5620559581990772,1.5620559581990772,1.4997757273368835,1.5149250030517578,4871200,0.0,0.0
2002-10-30 00:00:00-05:00,1.5401736888917286,1.5612143139341141,1.511558425991906,1.5149250030517578,4926400,0.0,0.0
2002-10-31 00:00:00-05:00,1.5275498163588888,1.5275498163588888,1.4980929001232663,1.5065091848373413,1644000,0.0,0.0
2002-11-01 00:00:00-05:00,1.506509192327389,1.506509192327389,1.4459122310338774,1.4837852716445923,2742400,0.0,0.0
2002-11-04 00:00:00-05:00,1.5048257337379642,1.544382219476188,1.5048257337379642,1.5216583013534546,1336800,0.0,0.0
2002-11-05 00:00:00-05:00,1.52249990927315,1.5780471563339233,1.507350630887983,1.5780471563339233,2224800,0.0,0.0
2002-11-06 00:00:00-05:00,1.579730406987322,1.5974044576580952,1.5570064899586813,1.565422773361206,910400,0.0,0.0
2002-11-07 00:00:00-05:00,1.5527986163039895,1.5788889535324429,1.535966047463345,1.5544817447662354,834400,0.0,0.0
2002-11-08 00:00:00-05:00,1.5544816501299374,1.5544816501299374,1.4332877397537231,1.4332877397537231,2266400,0.0,0.0
2002-11-11 00:00:00-05:00,1.439179136777351,1.4711608240269503,1.4223465684182341,1.4644278287887573,1081600,0.0,0.0
2002-11-12 00:00:00-05:00,1.4686357804006267,1.6007708879207314,1.4677941360851003,1.548590064048767,2532000,0.0,0.0
2002-11-13 00:00:00-05:00,1.548590522583649,1.612554064757995,1.5166088317601192,1.5990880727767944,3766400,0.0,0.0
2002-11-14 00:00:00-05:00,1.6075043578968666,1.6436942715440757,1.5780474402402578,1.5990880727767944,1755200,0.0,0.0
2002-11-15 00:00:00-05:00,1.607504174111105,1.7169153865812106,1.607504174111105,1.697558045387268,2507200,0.0,0.0
2002-11-18 00:00:00-05:00,1.7589963720852904,1.7632045937705139,1.6664175818645397,1.7034491300582886,4120000,0.0,0.0
2002-11-19 00:00:00-05:00,1.603295907184258,1.60750412940979,1.4812603521345804,1.60750412940979,9400000,0.0,0.0
2002-11-20 00:00:00-05:00,1.6075042847497845,1.6453773252758224,1.5612147989593652,1.6201286315917969,2154400,0.0,0.0
2002-11-21 00:00:00-05:00,1.6327524310870933,1.6580012768342411,1.578046839425778,1.63611900806427,2915200,0.0,0.0
2002-11-22 00:00:00-05:00,1.636119535390687,1.636119535390687,1.540174147471589,1.5570067167282104,3816800,0.0,0.0
2002-11-25 00:00:00-05:00,1.5738391648076204,1.5948797944947424,1.557006596847017,1.562056303024292,1702400,0.0,0.0
2002-11-26 00:00:00-05:00,1.5628980678098447,1.5847803436325414,1.5199751606800098,1.5570067167282104,1782400,0.0,0.0
2002-11-27 00:00:00-05:00,1.565422865091285,1.5881467834514935,1.5553232923109932,1.5713142156600952,1418400,0.0,0.0
2002-11-29 00:00:00-05:00,1.6117120912842111,1.6117120912842111,1.565422773361206,1.565422773361206,461600,0.0,0.0
2002-12-02 00:00:00-05:00,1.5990878231126862,1.662209710867134,1.5780471938612033,1.5906715393066406,3728000,0.0,0.0
2002-12-03 00:00:00-05:00,1.5780470870952852,1.6268613372350091,1.5368074758157984,1.6041374206542969,1670400,0.0,0.0
2002-12-04 00:00:00-05:00,1.5948798702984763,1.6201285629121724,1.5822553634643555,1.5822553634643555,1547200,0.0,0.0
2002-12-05 00:00:00-05:00,1.5864636531706702,1.6605266056971493,1.5822554305384795,1.6201286315917969,2463200,0.0,0.0
2002-12-06 00:00:00-05:00,1.6117124273869514,1.6243367748597635,1.5780474472836903,1.6176037788391113,1127200,0.0,0.0
2002-12-09 00:00:00-05:00,1.5654228206344991,1.575522232600712,1.5107172176569466,1.5275496244430542,1407200,0.0,0.0
2002-12-10 00:00:00-05:00,1.5443823521607514,1.565422983224175,1.5182920145897434,1.5250250101089478,2289600,0.0,0.0
2002-12-11 00:00:00-05:00,1.5317578902700104,1.545223880294283,1.4433871501425501,1.4484368562698364,2988800,0.0,0.0
2002-12-12 00:00:00-05:00,1.4484367898533967,1.5233415365219116,1.443387083957659,1.5233415365219116,1598400,0.0,0.0
2002-12-13 00:00:00-05:00,1.4896767918598197,1.4896767918598197,1.3297679424285889,1.3297679424285889,5163200,0.0,0.0
2002-12-16 00:00:00-05:00,1.3466002941131592,1.371007501497047,1.338184010169499,1.3466002941131592,3011200,0.0,0.0
2002-12-17 00:00:00-05:00,1.3634328985272082,1.3667993158785008,1.2245646913182933,1.2540215253829956,6561600,0.0,0.0
2002-12-18 00:00:00-05:00,1.1361940344591464,1.153026522620629,1.0671807928652501,1.1210447549819946,15253600,0.0,0.0
2002-12-19 00:00:00-05:00,0.8357339983913741,0.8837066176660192,0.7591461043691694,0.7843948006629944,38963200,0.0,0.0
2002-12-20 00:00:00-05:00,0.7995439772749587,0.8121683237580558,0.7684038530548337,0.7970191240310669,23508800,0.0,0.0
2002-12-23 00:00:00-05:00,0.7944941794315796,0.8071186060020641,0.7785033354253297,0.7911276817321777,10243200,0.0,0.0
